section,pddl_item,evidence,evidence_kind,unique,status,notes
objects,obj133,"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,"The bounded construction/ranges yield this exact package, truck, or airplane identifier."
objects,obj132,"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,"The bounded construction/ranges yield this exact package, truck, or airplane identifier."
objects,obj131,"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,"The bounded construction/ranges yield this exact package, truck, or airplane identifier."
objects,apt12,"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,"X=1–14 yields this exact city, position, or airport identifier."
objects,pos12,"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,"X=1–14 yields this exact city, position, or airport identifier."
objects,cit12,"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,"X=1–14 yields this exact city, position, or airport identifier."
objects,tru12,"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,"The bounded construction/ranges yield this exact package, truck, or airplane identifier."
objects,obj123,"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,"The bounded construction/ranges yield this exact package, truck, or airplane identifier."
objects,obj122,"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,"The bounded construction/ranges yield this exact package, truck, or airplane identifier."
objects,obj121,"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,"The bounded construction/ranges yield this exact package, truck, or airplane identifier."
objects,apt11,"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,"X=1–14 yields this exact city, position, or airport identifier."
objects,pos11,"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,"X=1–14 yields this exact city, position, or airport identifier."
objects,cit11,"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,"X=1–14 yields this exact city, position, or airport identifier."
objects,tru11,"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,"The bounded construction/ranges yield this exact package, truck, or airplane identifier."
objects,obj113,"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,"The bounded construction/ranges yield this exact package, truck, or airplane identifier."
objects,obj112,"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,"The bounded construction/ranges yield this exact package, truck, or airplane identifier."
objects,obj111,"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,"The bounded construction/ranges yield this exact package, truck, or airplane identifier."
objects,apt10,"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,"X=1–14 yields this exact city, position, or airport identifier."
objects,pos10,"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,"X=1–14 yields this exact city, position, or airport identifier."
objects,cit10,"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,"X=1–14 yields this exact city, position, or airport identifier."
objects,tru10,"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,"The bounded construction/ranges yield this exact package, truck, or airplane identifier."
objects,obj103,"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,"The bounded construction/ranges yield this exact package, truck, or airplane identifier."
objects,obj102,"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,"The bounded construction/ranges yield this exact package, truck, or airplane identifier."
objects,obj101,"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,"The bounded construction/ranges yield this exact package, truck, or airplane identifier."
objects,apn3,"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,"The bounded construction/ranges yield this exact package, truck, or airplane identifier."
objects,apt9,"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,"X=1–14 yields this exact city, position, or airport identifier."
objects,pos9,"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,"X=1–14 yields this exact city, position, or airport identifier."
objects,cit9,"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,"X=1–14 yields this exact city, position, or airport identifier."
objects,tru9,"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,"The bounded construction/ranges yield this exact package, truck, or airplane identifier."
objects,obj93,"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,"The bounded construction/ranges yield this exact package, truck, or airplane identifier."
objects,obj92,"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,"The bounded construction/ranges yield this exact package, truck, or airplane identifier."
objects,obj91,"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,"The bounded construction/ranges yield this exact package, truck, or airplane identifier."
objects,apt8,"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,"X=1–14 yields this exact city, position, or airport identifier."
objects,pos8,"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,"X=1–14 yields this exact city, position, or airport identifier."
objects,cit8,"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,"X=1–14 yields this exact city, position, or airport identifier."
objects,tru8,"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,"The bounded construction/ranges yield this exact package, truck, or airplane identifier."
objects,obj83,"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,"The bounded construction/ranges yield this exact package, truck, or airplane identifier."
objects,obj82,"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,"The bounded construction/ranges yield this exact package, truck, or airplane identifier."
objects,obj81,"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,"The bounded construction/ranges yield this exact package, truck, or airplane identifier."
objects,apt7,"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,"X=1–14 yields this exact city, position, or airport identifier."
objects,pos7,"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,"X=1–14 yields this exact city, position, or airport identifier."
objects,cit7,"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,"X=1–14 yields this exact city, position, or airport identifier."
objects,tru7,"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,"The bounded construction/ranges yield this exact package, truck, or airplane identifier."
objects,obj73,"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,"The bounded construction/ranges yield this exact package, truck, or airplane identifier."
objects,obj72,"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,"The bounded construction/ranges yield this exact package, truck, or airplane identifier."
objects,obj71,"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,"The bounded construction/ranges yield this exact package, truck, or airplane identifier."
objects,apt6,"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,"X=1–14 yields this exact city, position, or airport identifier."
objects,pos6,"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,"X=1–14 yields this exact city, position, or airport identifier."
objects,cit6,"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,"X=1–14 yields this exact city, position, or airport identifier."
objects,tru6,"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,"The bounded construction/ranges yield this exact package, truck, or airplane identifier."
objects,obj63,"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,"The bounded construction/ranges yield this exact package, truck, or airplane identifier."
objects,obj62,"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,"The bounded construction/ranges yield this exact package, truck, or airplane identifier."
objects,obj61,"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,"The bounded construction/ranges yield this exact package, truck, or airplane identifier."
objects,apn2,"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,"The bounded construction/ranges yield this exact package, truck, or airplane identifier."
objects,apt5,"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,"X=1–14 yields this exact city, position, or airport identifier."
objects,pos5,"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,"X=1–14 yields this exact city, position, or airport identifier."
objects,cit5,"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,"X=1–14 yields this exact city, position, or airport identifier."
objects,tru5,"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,"The bounded construction/ranges yield this exact package, truck, or airplane identifier."
objects,obj53,"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,"The bounded construction/ranges yield this exact package, truck, or airplane identifier."
objects,obj52,"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,"The bounded construction/ranges yield this exact package, truck, or airplane identifier."
objects,obj51,"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,"The bounded construction/ranges yield this exact package, truck, or airplane identifier."
objects,apt4,"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,"X=1–14 yields this exact city, position, or airport identifier."
objects,pos4,"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,"X=1–14 yields this exact city, position, or airport identifier."
objects,cit4,"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,"X=1–14 yields this exact city, position, or airport identifier."
objects,tru4,"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,"The bounded construction/ranges yield this exact package, truck, or airplane identifier."
objects,obj43,"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,"The bounded construction/ranges yield this exact package, truck, or airplane identifier."
objects,obj42,"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,"The bounded construction/ranges yield this exact package, truck, or airplane identifier."
objects,obj41,"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,"The bounded construction/ranges yield this exact package, truck, or airplane identifier."
objects,apt3,"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,"X=1–14 yields this exact city, position, or airport identifier."
objects,pos3,"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,"X=1–14 yields this exact city, position, or airport identifier."
objects,cit3,"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,"X=1–14 yields this exact city, position, or airport identifier."
objects,tru3,"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,"The bounded construction/ranges yield this exact package, truck, or airplane identifier."
objects,obj33,"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,"The bounded construction/ranges yield this exact package, truck, or airplane identifier."
objects,obj32,"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,"The bounded construction/ranges yield this exact package, truck, or airplane identifier."
objects,obj31,"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,"The bounded construction/ranges yield this exact package, truck, or airplane identifier."
objects,apt2,"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,"X=1–14 yields this exact city, position, or airport identifier."
objects,pos2,"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,"X=1–14 yields this exact city, position, or airport identifier."
objects,cit2,"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,"X=1–14 yields this exact city, position, or airport identifier."
objects,tru2,"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,"The bounded construction/ranges yield this exact package, truck, or airplane identifier."
objects,obj23,"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,"The bounded construction/ranges yield this exact package, truck, or airplane identifier."
objects,obj22,"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,"The bounded construction/ranges yield this exact package, truck, or airplane identifier."
objects,obj21,"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,"The bounded construction/ranges yield this exact package, truck, or airplane identifier."
objects,apn1,"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,"The bounded construction/ranges yield this exact package, truck, or airplane identifier."
objects,apt1,"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,"X=1–14 yields this exact city, position, or airport identifier."
objects,pos1,"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,"X=1–14 yields this exact city, position, or airport identifier."
objects,cit1,"Our cities, numbered cit1 to cit14, each contain a position and an airport; specifically, for every integer X from 1 through 14, posX is a location in citX and aptX is an airport location in citX.",deterministic_rule,true,covered,"X=1–14 yields this exact city, position, or airport identifier."
objects,tru1,"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,"The bounded construction/ranges yield this exact package, truck, or airplane identifier."
objects,obj13,"Specifically, for every integer X from 1 through 14, we have packages objX1, objX2, and objX3, where X is replaced by its decimal numeral in each identifier (so X = 10 yields obj101, obj102, and obj103); our fleet includes trucks tru1 to tru14, and airplanes apn1 to apn4.",deterministic_rule,true,covered,"The bounded construction/ranges yield this exact package, truck, or airplane identifier."
